0,[0.108669   0.35009357 0.33017552 0.56264114],7.0,0.5567114,0.4105381965637207
0,[0.31375432 0.3146637  0.57006854 0.7555955 ],9.0,0.96887,0.4105381965637207
1,[0.31042564 0.29851955 0.5519072  0.72474974],5.0,0.9609414,0.13052868843078613
1,[0.10928024 0.35554087 0.33166146 0.5567546 ],7.0,0.9435642,0.13052868843078613
1,[0.3146563  0.31195647 0.5594857  0.7755678 ],9.0,0.9527484,0.13052868843078613
1,[0.7311047  0.44164643 0.9175959  0.68705213],9.0,0.31006196,0.13052868843078613
2,[0.2965382  0.3000961  0.55338717 0.74285597],5.0,0.53419286,0.13508915901184082
2,[0.11045814 0.35748836 0.3231453  0.55101913],7.0,0.57525,0.13508915901184082
2,[0.30254441 0.31341735 0.555931   0.7731074 ],9.0,0.49742174,0.13508915901184082
3,[0.3044363  0.30090794 0.54561275 0.73123515],5.0,0.66977614,0.1275780200958252
3,[0.11348764 0.35347    0.3246441  0.5520575 ],7.0,0.30848038,0.1275780200958252
4,[0.3095157  0.29307196 0.5498327  0.8178822 ],5.0,0.9623636,0.12087249755859375
4,[0.10624561 0.3561994  0.31831574 0.5532578 ],7.0,0.8422269,0.12087249755859375
4,[6.5855682e-04 4.8910421e-01 1.3592546e-01 6.7116874e-01],9.0,0.31280556,0.12087249755859375
5,[0.29706582 0.2990815  0.551293   0.85028535],5.0,0.5642125,0.12558889389038086
5,[0.10001875 0.3570549  0.29541105 0.5727544 ],7.0,0.6926369,0.12558889389038086
5,[0.5607427  0.37244177 0.6516077  0.5733877 ],15.0,0.38723254,0.12558889389038086
6,[0.2961186  0.30173066 0.5423429  0.82133186],5.0,0.5306075,0.13082051277160645
6,[0.09127268 0.35410124 0.29380557 0.5531168 ],7.0,0.6206185,0.13082051277160645
7,[0.10164915 0.3538677  0.3066761  0.5534976 ],7.0,0.85567456,0.11687397956848145
7,[0.28069913 0.30179176 0.5384412  0.7095096 ],9.0,0.7749801,0.11687397956848145
8,[0.29216507 0.29741526 0.53927994 0.82362306],5.0,0.71028644,0.1065223217010498
8,[0.0894772  0.35343334 0.3092106  0.56376255],7.0,0.57780427,0.1065223217010498
9,[0.27498817 0.29315653 0.53799355 0.845778  ],5.0,0.8963863,0.1227116584777832
9,[0.09467544 0.35126197 0.30805647 0.5591821 ],7.0,0.90549684,0.1227116584777832
9,[0.6915494  0.42611986 0.8874494  0.67806846],9.0,0.42166552,0.1227116584777832
9,[0.5526236  0.3616832  0.65072393 0.73683137],15.0,0.83691305,0.1227116584777832
10,[0.2841354 0.2894942 0.5321867 0.838897 ],5.0,0.9794869,0.11805367469787598
10,[0.09750684 0.34403872 0.3093959  0.5611084 ],7.0,0.6407624,0.11805367469787598
11,[0.28116295 0.29801825 0.54074275 0.8450568 ],5.0,0.84593195,0.12494087219238281
11,[0.10811152 0.3450802  0.3074488  0.54336745],7.0,0.59778297,0.12494087219238281
12,[0.10963169 0.34538984 0.31737208 0.5452572 ],7.0,0.9600755,0.1201927661895752
